date,credit,standards_pret,survalorisation,monetaire,prime_risque,fragilite,surchauffe,desequilibres,inegalites,reflexivite,ponzi
1960-01-01,-0.049371937979223325,,1.0817365403671129,,0.7707638019712275,,-0.9020365674680819,0.11086792271364368,,0.8482779464889789,0.9194762962804619
1960-02-01,-0.04922442761425646,,0.9849907749688491,,0.7140700110146855,,-0.8955168802596319,0.11051443359084405,,0.8424644515332776,0.9139480671589406
1960-03-01,-0.04907823152629891,,0.948886331694888,,0.7351754073885189,,-0.8891369097503048,0.11016430438822802,,0.8367691674742862,0.9085185775580353
1960-04-01,-0.19517546611995767,,1.0360433902751456,,0.7451359721283853,,-0.9244469790798882,0.13295351294410865,,0.8063574459888528,1.5020415891367203
1960-05-01,-0.19458205137184606,,1.0081519587159085,,0.6662160037663515,,-0.9177743896619532,0.1325352381734786,,0.8011778998877024,1.4864711178552241
1960-06-01,-0.19399401787164072,,1.0643728351894741,,0.6763669097944873,,-0.911244595232149,0.13212088679290052,,0.7960971405847918,1.4713758871816052
1960-07-01,-0.057876187453499914,,0.7648106127459319,,0.6753800713364339,,-0.6767397704057808,-0.2881025655677216,,0.7547670611391613,1.7637466380385853
1960-08-01,-0.05770908622140263,,0.7849121731533556,,0.6855251448985965,,-0.6729873315180849,-0.2871551601793414,,0.7502608380035547,1.74116899194631
1960-09-01,-0.057543424027691685,,0.7217621702717678,,0.7290496615437879,,-0.6692967618929663,-0.2862170451538102,,0.7458345590051473,1.719438048448823
1960-10-01,-0.04583429193012967,,1.0604499528953228,,0.6722490966591275,,-0.6243465903700576,-0.4080782348369718,,0.9408918691328618,2.120765394128658
1960-11-01,-0.04570436725512842,,1.1105140183890403,,0.7158571640747798,,-0.621120554782012,-0.40665805987105974,,0.9342965405232072,2.085322534789242
1960-12-01,-0.045575541199957915,,1.146797168989007,,0.7370806026538105,,-0.6179441128905919,-0.405252623666103,,0.9278383225863314,2.0516013243738835
1961-01-01,-0.08470038525371525,,1.5715167921272697,,0.7024941879050889,,0.17171384124379807,-0.4917427771936279,,0.365635876793661,2.291593075824197
1961-02-01,-0.08446309142356234,,1.6336286979293984,,0.6791369223906276,,0.17107208099159962,-0.4899525178741314,,0.36412990600764344,2.248956561536973
1961-03-01,-0.08422778089020251,,1.6796236329029548,,0.6781591493048775,,0.1704374643467281,-0.4881816937089761,,0.3626424092752918,2.2086170520961996
1961-04-01,0.2923691820627999,,1.6688136383948602,,0.7218749002131011,,0.6399885098087702,-0.0894444925569306,,-0.2734166540461036,1.7610657422439466
1961-05-01,0.29150048711637777,,1.6746364028864438,,0.7431494814039898,,0.6367777026870239,-0.08918504097740705,,-0.2723722293500968,1.7397672851051342
1961-06-01,0.29063949355767427,,1.6267937011121292,,0.786737511874466,,0.6336148337002111,-0.08892783418892249,,-0.27133968940984043,1.7192244331548432
1961-07-01,0.3655869327834815,,1.6108098933046606,,0.8078564797285417,,0.47003465659744914,-0.2605160977060916,,0.7765652676537296,1.4133758504049747
1961-08-01,0.3644705539640877,,1.6837128334311848,,0.8289234592730683,,0.4680359338937064,-0.2597288213242165,,0.7722263193062464,1.4010535223110159
1961-09-01,0.36336434755720487,,1.6406038157075842,,0.8163735403281398,,0.46606252767201245,-0.2589486424420903,,0.7679594525871816,1.3890485071177847
1961-10-01,0.24328523902698493,,1.6792496779840573,,0.7702780247267115,,0.6931131650921708,-0.17529443327861,,1.3807588222491094,1.047801399167211
1961-11-01,0.24260241917154962,,1.768261538549778,,0.7578882041212146,,0.6896103397709907,-0.17479176988320583,,1.3670962654561785,1.0415039268925763
1961-12-01,0.24192531852713245,,1.7729666462019769,,0.8015458008838481,,0.686160194269762,-0.17429340681692096,,1.3538322213290996,1.035318865369398
1962-01-01,0.25502474585534296,,1.534611096315506,,0.822684609299454,,-0.17118554540426906,-0.030032783617413447,,1.143183101983813,1.012594231413612
1962-02-01,0.25431626457380846,,1.5528364877959504,,0.8325624204842972,,-0.17059713547422353,-0.029950544806623333,,1.134368902770026,1.0068174313040628
1962-03-01,0.2536136575188063,,1.5417783045702549,,0.8312055466345153,,-0.17001475284860404,-0.029868977877935726,,1.1257559225990725,1.0011385674307063
1962-04-01,0.18675778056161996,,0.7626326421317671,,0.7849912212132677,,-0.9899320469671142,-0.1277050627992421,,1.0185234473857878,1.1780649346290697
1962-05-01,0.1862614946165036,,0.5851052955661689,,0.7501078244181212,,-0.9835055812496395,-0.12735568320132595,,1.0117202453508036,1.1702781792762942
1962-06-01,0.18576914497237984,,0.3299071202183911,,0.7265290541484715,,-0.9772029380976933,-0.12700915575190372,,1.0050518636520187,1.162644088175521
1962-07-01,0.02531924546045251,,0.45561666356412844,,0.7591690007967198,,-0.6508323614642404,-0.2843857066825974,,1.0956435443444301,1.0638942103569757
1962-08-01,0.025255189064430236,,0.5032346786186179,,0.7580280894714766,,-0.6478527851561481,-0.2835710931163694,,1.0878944837999647,1.0577154245558724
1962-09-01,0.025191616384815114,,0.47425981345692614,,0.7568923095785822,,-0.6449138319464424,-0.28276344319715224,,1.08030789067265,1.0516432479265234
1962-10-01,-0.281522025090578,,0.9038525421152664,,0.7557616227546352,,-0.6548165126530271,-0.08210616587636126,,1.0309760190332729,1.0875987727232437
1962-11-01,-0.28076497849775883,,1.0236015711700386,,0.7546359910366427,,-0.6518646734024016,-0.08189062763067993,,1.0242675977538787,1.08123577797655
1962-12-01,-0.2800140092053935,,1.100160865756697,,0.7872809948107916,,-0.6489524664037608,-0.08167677797781668,,1.0176887164587352,1.074983366509387
1963-01-01,-0.3367711565315513,,1.276899926289905,,0.7635584849626728,,-0.24564069939364871,-0.13774674983180954,,1.1344451609603692,1.1058635307996283
1963-02-01,-0.3358504911600342,,1.2924300043247086,,0.7624191450990743,,-0.2448352710014554,-0.13738636465852172,,1.126417347966668,1.0993796690485682
1963-03-01,-0.3349373398241064,,1.2640930700813076,,0.7725533909906473,,-0.2440377168960978,-0.13702879363759168,,1.118557920493271,1.093008728569934
1963-04-01,-0.4545042397531433,,1.4454810147491552,,0.8052102426694815,,1.0169685755430167,-0.1880250736064745,,1.117615449112036,0.7849196857059078
1963-05-01,-0.45317685033503396,,1.4756965913126128,,0.8377878341745357,,1.0106809960301142,-0.1875327737517263,,1.109978932199906,0.7816240437556157
1963-06-01,-0.45186103380987824,,1.4520077500447734,,0.8590052583694582,,1.004508846071791,-0.187044321414924,,1.1024971500261143,0.778369635218682
1963-07-01,-0.624464161958505,,1.4406468450164662,,0.8914423205667211,,1.0556075925346622,-0.30908114354209565,,0.975932234190341,0.6921321537381949
1963-08-01,-0.6223924703821863,,1.4869607412273347,,0.9350595670231343,,1.0489465740665824,-0.308237386527632,,0.9702439878867204,0.6895135360398132
1963-09-01,-0.6203412878382192,,1.5316245975791043,,0.9447060605913875,,1.0424103253152985,-0.3074005055609296,,0.9646542521552597,0.6869244607808758
1963-10-01,-0.97638956639327,,1.3492818698841131,,0.9656003580396147,,0.894038775342893,-0.4558220337718025,,1.5249450272904672,0.67156277281045
1963-11-01,-0.9719017888500172,,1.3239877777219387,,0.9638710130271453,,0.8893203118355409,-0.4544698295889796,,1.5101252943258865,0.6691079071951175
1963-12-01,-0.9674754248067196,,1.3537322752877756,,0.9734288714914864,,0.8846759177050103,-0.4531295994244323,,1.4957300812956678,0.6666798053097918
1964-01-01,-1.1564435855060473,,1.5125321213726393,,1.039335468138497,,0.6253313943589077,-0.725954012362545,,0.3500995395132853,0.33058529028697164
1964-02-01,-1.1501752372335812,,1.5275786684978154,,1.0035194678768886,,0.6228243845198739,-0.7232693534397002,,0.34896780293909385,0.3296759726488682
1964-03-01,-1.1440078780653482,,1.5571164880456345,,1.024216436161807,,0.620347333350117,-0.7206143032371289,,0.3478469791160434,0.32877412177230836
1964-04-01,-1.3073640794909847,,1.6288891404942318,,1.022289357968282,,-0.17027011685114812,-0.36486277265551315,,0.20171074845810952,0.3983688233245072
1964-05-01,-1.2992690223598153,,1.6369522437742716,,1.031646365461046,,-0.16977441496689832,-0.36387662644528546,,0.2011167951318513,0.3972408040429968
1964-06-01,-1.2913227071238964,,1.5976521981653626,,1.0296980090769974,,-0.16928301811193167,-0.36289843837675234,,0.20052805920874336,0.3961223202598667
1964-07-01,-1.5610066847805337,,1.7059274574081063,,1.0390322521181408,,-0.6675589481468879,-0.6674743877395132,,0.8396223887103451,0.3538954050772136
1964-08-01,-1.5489324620934175,,1.659305892067711,,1.0596023637169845,,-0.6648703723724504,-0.665203846101743,,0.8356338299783275,0.35293643638365935
1964-09-01,-1.5371344912438938,,1.6770490616679343,,1.0688235215947761,,-0.6622140721725861,-0.6629563495177522,,0.8317016791057279,0.3519852261516832
1964-10-01,-1.7882484317140044,,1.7695285721184906,,1.0780095786170496,,-0.9104399837397451,-0.5682381847340412,,1.498844880316408,0.4976682958855537
1964-11-01,-1.7716127295684068,,1.7604008995647797,,1.087160103711388,,-0.9058772321943019,-0.5664941235266368,,1.4855532709466586,0.4961937156992621
1964-12-01,-1.755433313763953,,1.6979186622410414,,1.0962746702822204,,-0.9013825220859075,-0.5647660412431642,,1.4726096441158363,0.49473217870670455
1965-01-01,-2.3114592820687205,,1.7347036297875786,,1.094094421079716,,-0.8106291562198945,-0.2510550457994642,,1.0447075362827427,0.0320463597348363
1965-02-01,-2.279595947087614,,1.736448326554458,,1.0919271361733083,,-0.8070074455281148,-0.2504448597341176,,1.0388191001186597,0.03197132327985566
1965-03-01,-2.2490159794842683,,1.7139667340308937,,1.1010275658228283,,-0.8034339301865868,-0.24983910270679868,,1.0330292992037071,0.031896811449202755
1965-04-01,-2.4539212891515048,,1.579959167977674,,1.0875864246291793,,-0.7858601662424337,-0.3233052647166906,,0.6473655520793905,-0.022953602759563534
1965-05-01,-2.4170309876554295,,1.6051668503555854,,1.085457453125834,,-0.7824874602427088,-0.3224997025017741,,0.6449284866693554,-0.022900627429908206
1965-06-01,-2.381757038708528,,1.4534021512310713,,1.0608393885968692,,-0.7791578804534871,-0.32170013493915994,,0.6425187791245175,-0.022848017196152995
1965-07-01,-2.4703422392927266,,1.5973190211709183,,1.0475738149835672,,-0.7897196618048682,-0.3402899730923502,,0.9534109627437761,-0.016974545503249158
1965-08-01,-2.4332628142601966,,1.6290214470308626,,1.0568638682956724,,-0.7863709565679361,-0.3394448393337942,,0.9486583909825845,-0.016935913482655173
1965-09-01,-2.3978055509944856,,1.6981993703782265,,1.0548716963710316,,-0.7830645615402798,-0.33860597465410774,,0.9439763112202726,-0.016897544025687182
1965-10-01,-2.863886168978951,,1.8140218414375129,,1.0753846843761512,,-0.22125193359473833,-0.2499089876462947,,1.2449764282246136,-0.13903404704281586
1965-11-01,-2.8092344175521022,,1.819956421260087,,1.0958154178149873,,-0.2206559397057152,-0.24932591225912917,,1.236823635967232,-0.13871590740668086
1965-12-01,-2.7575981910186433,,1.7845142297375054,,1.1049207297387742,,-0.2200647376795303,-0.2487469003620006,,1.2288291970664331,-0.13839994192528535
1966-01-01,-2.7118817817643692,,1.6578732115387185,,1.1252275132587148,,-0.06649661884608483,-0.019705035759568553,,1.047812845683637,-0.11729281147229338
1966-02-01,-2.6653585494593814,,1.6120007210958958,,1.1005059719066985,,-0.06632774607648377,-0.01966232286391128,,1.0422485180362995,-0.11702944288774977
1966-03-01,-2.6211516901735417,,1.4872036050649944,,1.0309423921632725,,-0.06616015339288812,-0.019619886518228873,,1.0367720525268782,-0.11676784056723755
1966-04-01,-2.8001103637841314,,1.4002771282448896,,0.9728719610476351,,0.04948216916664164,0.16487281552927477,,-0.4372107068056903,-0.00835900053300609
1966-05-01,-2.749967073298388,,1.259129295062471,,0.914989600966456,,0.049358628271530064,0.16451052148626788,,-0.4359124997958354,-0.008340728896427828
1966-06-01,-2.7024260110392055,,1.223213981078319,,0.9022686667698441,,0.04923600808839106,0.16415060562293118,,-0.43462579889992314,-0.00832257655329355
1966-07-01,-2.6276570782064677,,0.9168410952408842,,0.8895864340630142,,-0.12109061946143583,0.18697945674210018,,0.689329505251511,0.14711893606809484
1966-08-01,-2.5859773831933732,,0.7560564333796357,,0.8881945714462633,,-0.1207890946707347,0.18657070466841505,,0.6868306003365325,0.14679463200938106
1966-09-01,-2.546221270187297,,0.6732473961877742,,0.7967525136866256,,-0.12048981131873883,0.1861646220565721,,0.6843587146735799,0.14647246339921138
1966-10-01,-2.440710666338392,,0.7013712380748016,,0.6942313559216639,,-0.5545547089414578,0.07670574978621675,,1.2512376560904872,0.3266101597962161
1966-11-01,-2.4069522660480347,,0.7962932568199217,,0.591866042448699,,-0.5527991513548621,0.07654483880211953,,1.2434725142168042,0.32583994696042407
1966-12-01,-2.3745578608817026,,0.7976364998306074,,0.5798897728677578,,-0.5510601806622024,0.07638493625972807,,1.2358503888728036,0.3250751600991779
1967-01-01,-2.162123722888216,,1.1588449603849842,,0.6017978579145142,,-0.26715526283897356,0.05991684853511973,,0.6808164858755513,0.6771468909748828
1967-02-01,-2.1379331998271383,,1.2247285465712658,,0.5784977258136745,,-0.26647273413090294,0.05979299462936433,,0.6784381159354097,0.6750673743497254
1967-03-01,-2.114537477294099,,1.2608711291063446,,0.656941096607202,,-0.2657954119482959,0.059669905613496256,,0.6760845327747265,0.6730069222535535
1967-04-01,-1.8925091362252904,,1.332172723013883,,0.6561310160069306,,-0.024870699589273005,0.19445351003603736,,0.47970839970803075,0.7750519875179813
1967-05-01,-1.8755655452679199,,1.355989382043628,,0.6553239262318626,,-0.02481221523374865,0.19404285524911477,,0.4783202825923566,0.772472202243279
1967-06-01,-2.106360786427211,,1.3085338087790217,,0.6658363794734133,,-0.024754141520835635,0.19363479167747322,,0.4769441576662689,0.7699180404106359
1967-07-01,-1.9633726090252308,,1.4295785763347078,,0.6989763501392996,,1.0568796757484662,0.15892491064966907,,0.26671650320865753,0.8065727913836543
1967-08-01,-1.9264050912873527,,1.4482516843607334,,0.6641075725679494,,1.0516892768898207,0.15859736507374872,,0.2660541965746611,0.8038385797486683
1967-09-01,-1.891972432810153,,1.462821552376649,,0.6179572759340266,,1.0465747215361632,0.15827183662809843,,0.2653968012283397,0.8011320230343294
1967-10-01,-1.1623746148776786,,1.52074900302227,,0.6739247567067742,,1.9475839509436046,0.26224387363479496,,0.11478347699415256,0.5746629272208191
1967-11-01,-1.1547893107812217,,1.427078869897348,,0.7298018416824658,,1.926368971239913,0.26168705641051454,,0.1145176490338716,0.5731123731397022
1967-12-01,-1.147359686969713,,1.473251182061359,,0.6267219119268574,,1.9058331787375549,0.26113377209674166,,0.11425365955384757,0.5715743152995274
1968-01-01,-1.8658925519128804,,1.1381778517622563,,0.7054603672090974,,0.9266756938982295,0.42339481675769003,,0.5982715508459547,0.9006919813755008
1968-02-01,-1.8342023193782926,,1.0184282618841314,,0.6704911917349601,,0.9227870726841708,0.42241421462373013,,0.596437627516441,0.8974222226802885
1968-03-01,-1.8044758814497124,,0.9632285523954988,,0.6242092677473078,,0.9189470699602973,0.4214403989444124,,0.5946204858116187,0.8941878641882669
1968-04-01,-1.6838816657787663,,1.3234023095791245,,0.6007327072098434,,1.7220639674035312,0.3755600387295109,,0.46929390537291965,0.899995122417146
1968-05-01,-1.6617884974431458,,1.356580008001898,,0.6000439655033266,,1.7069207986180082,0.3747283075690413,,0.4680188532495323,0.8967689517967621
1968-06-01,-1.6407364091202887,,1.3919922750953715,,0.5652005833842423,,1.692170654181749,0.3739020810236313,,0.46675414670474163,0.8935772731183814
1968-07-01,-1.75161504372709,,1.3056930713022297,,0.6215337723351237,,1.0228707404770647,0.40027975992250275,,1.262205507064484,1.0222410376625284
1968-08-01,-1.722711714108995,,1.2354595962056931,,0.5524234902656261,,1.0182708643983103,0.3993887087399213,,1.2550187015398,1.018150321957044
1968-09-01,-1.695558411587279,,1.2898925904868288,,0.529007742410025,,1.0137325821077412,0.39850358535730895,,1.2479534433098582,1.0141083892259388
1968-10-01,-1.6281220332625779,,1.6684837872041551,,0.6083277137628897,,0.7942750540212717,0.5405111565209171,,1.312314686943552,1.0165556560374591
1968-11-01,-1.6093687798242873,,1.67904863161122,,0.5277044628275948,,0.7914645697315281,0.5391859799658985,,1.3045748442013823,1.012557642104628
1968-12-01,-1.591378762895424,,1.6781408580575925,,0.5728459588269466,,0.7886837503271676,0.5378705112130309,,1.296970531539326,1.008606491523015
1969-01-01,-1.9201548240312434,,1.349666922785231,,0.6293663660052163,,0.2700513990676768,0.42124110023808065,,0.5973212606948973,1.329090951009501
1969-02-01,-1.8860968261242834,,1.3124247812966394,,0.7315380627931874,,0.26943142529012887,0.42031084311512046,,0.5955858060021544,1.3220685289792373
1969-03-01,-1.8542482976100096,,1.2331143791384596,,0.7077348672019321,,0.26881570339472827,0.41938672582283215,,0.5938654069881727,1.3151563837340285
1969-04-01,-1.692703932254397,,1.1179700892956077,,0.7182976075670527,,-0.9052669676376135,0.555286769707483,,0.5340408074376013,1.708575869764786
1969-05-01,-1.6738535498714655,,1.1730448230454158,,0.6258173299514374,,-0.9017841299853461,0.5539389596776403,,0.5325899014204747,1.6959626554639151
1969-06-01,-1.6557248387689294,,1.0349401744548556,,0.6365542879587146,,-0.8983412394268427,0.5526009252168301,,0.5311507684935924,1.6836249836929789
1969-07-01,-1.780714049997425,,0.7732241721675743,,0.5899730133750676,,-1.6685794633384292,0.4170331219439198,,0.12188510571880068,2.1235251692657244
1969-08-01,-1.7589491860110833,,0.7445798508120706,,0.4402022436152791,,-1.6554449200091177,0.41613513549999737,,0.12162712632569492,2.1018188801170385
1969-09-01,-1.738111712853605,,0.7396520824443091,,0.41681004853522446,,-1.6426160723674552,0.4152429285259922,,0.12137077822430656,2.0807653762534
1969-10-01,-1.660087029879639,,0.6014111329114146,,0.4393862678413834,,-1.8835602645873577,0.32341594030718585,,-0.35887801447137035,2.426986983374445
1969-11-01,-1.6443937320731876,,0.5993636184493311,,0.42746175750224225,,-1.8659958978179683,0.3227679234945409,,-0.35804318624192144,2.396409877529655
1969-12-01,-1.6291746272835832,,0.47922387109889286,-2.0521603114290317,0.3925364412223254,,-1.8489143584625205,0.3221237879232947,,-0.3572141601521442,2.36696077701668
1970-01-01,-2.1277749200747182,,0.338953936662477,-2.0891053086247724,0.36914155680391375,,-1.8128001557720892,0.1712024253538954,,-0.09516476081509193,3.2552736147710832
1970-02-01,-2.0990143662541643,,0.2613894269175836,-2.6328608006633725,0.48399982647231454,,-1.7970507142966647,0.17088630265560845,,-0.09496938357185525,3.187823581095678
1970-03-01,-2.071472952991705,,0.2781551502713832,-2.697209322765923,0.5526630894083079,,-1.7817051433430142,0.17057192486656203,,-0.09477520479355374,3.124401228629497
1970-04-01,-1.8243261673677116,,-0.2503070317006899,-2.6311907142866295,0.45982483038559,,-1.9662645818838442,0.05107529748373186,,0.007221894689422159,3.373373626324919
1970-05-01,-1.8060728514297875,,-0.45275647873232455,-2.34556073204558,0.45937382285593326,,-1.9471324791796671,0.05098442282366732,,0.0072073780179567875,3.299698646283216
1970-06-01,-1.7883668573239329,,-0.47158195939187114,-2.1397024953078136,0.5743858663191787,,-1.928548673930265,0.05089403150224319,,0.007192948533677052,3.2306508064610626
1970-07-01,-1.6150860143689103,,-0.22458138772509237,-1.8386431058105042,0.35424633516856174,,-1.2217191117374697,0.20366024759690224,,0.07929543183825807,3.312099462307528
1970-08-01,-1.6016136112920152,,-0.18405445111828084,-1.3446552465096346,-0.05092617207353401,,-1.2156690670743202,0.20328774693719745,,0.07913695307403934,3.2428165918747376
1970-09-01,-1.5884850055407052,,-0.10382313702101002,-0.950470518956683,-0.03930761504999496,,-1.2097081346735217,0.20291728310945342,,0.07897942073934199,3.1777086987616623
1970-10-01,-1.3259653278785906,,0.12830986262055233,-0.5957725557636739,-0.03927600664079792,,-1.1148954709195025,0.3714654423412517,,-0.607053479991035,3.768116630948301
1970-11-01,-1.3176661989859149,,0.11578486972026818,-0.35729684880267837,-0.07403292789636871,,-1.1099839386833499,0.3707305684429976,,-0.605421279253597,3.669876907694301
1970-12-01,-1.3095255450591763,,0.21518409248484302,-0.09635012433996648,-0.24804451753058485,,-1.1051368339014027,0.37000004088781563,,-0.6038021871312024,3.5789429099318055
1971-01-01,-1.3143591404228767,,0.4044203779086831,0.3225500139887187,-0.13170142323303294,,-0.4524869598242413,0.1381013957912313,,-0.47794025850828364,2.584260296026638
1971-02-01,-1.3047876325338605,,0.46559295818036994,1.3742886230384368,-0.050231916489898915,,-0.4514287333133073,0.13785936078514835,,-0.4768004681366001,2.5499309146511875
1971-03-01,-1.2954573562437366,,0.5046580625438719,2.0511750253400636,0.019604755946090395,,-0.45037790215335644,0.1376185939865784,,-0.47566879984931354,2.5169349539540007
1971-04-01,-1.1236257497916133,,0.529241217376138,2.630783023593359,0.07779924903218223,,0.6148136256737164,0.6270388899379671,,-1.3424691437557978,2.4032191722102434
1971-05-01,-1.1176222480197706,,0.4895972111656426,2.9460212382223476,0.20589531748233017,,0.6131874269359944,0.6255505989849028,,-1.3352573351914814,2.375277087103894
1971-06-01,-1.111723286430037,,0.4368797854544172,3.0102830076968905,0.1824067643849976,,0.6115740773100333,0.6240728650934563,,-1.3281606522809892,2.3482880617093875
1971-07-01,-1.0995057862417044,,0.33561015096825786,3.067254063638517,0.17058921360263943,,0.7976841306928992,0.6102735862512744,,-1.6182512030022091,2.04251930122242
1971-08-01,-1.093929090084949,,0.2951443855128463,2.9095879175505157,0.11206201874864136,,0.795206917436533,0.6088611239801267,,-1.6071713858946168,2.024508647862816
1971-09-01,-1.088443556117237,,0.3313161980476921,2.8058203613070605,0.13534647992581314,,0.7927526681940471,0.6074584324729786,,-1.5963163045121809,2.0069665199132487
1971-10-01,-1.021161779309761,,0.42936523703424845,2.7216155804966937,0.205412133725298,,1.0712090639007072,0.9168255624788401,,-0.5695692800396396,1.8744181784547347
1971-11-01,-1.0164715320438544,,0.34288489445363063,2.701194661469937,0.17013051037743904,,1.0668937887954772,0.9140080999308134,,-0.5681540391471653,1.8601190814376083
1971-12-01,-1.0118503086547874,,0.4468068992607973,2.5914328757580956,0.15827940748392835,,1.0626303121992868,0.9112164818531857,,-0.5667493053168017,1.8461425629636892
1972-01-01,-1.131058046239724,,0.5742897701095704,2.533334271378775,0.26365149362981544,,2.0623637347620414,1.0889999631691374,,-0.49348350205982927,1.666789823784697
1972-02-01,-1.1253895718665965,,0.5950498673739804,2.40607510959379,0.3572652641181312,,2.0423975551722227,1.0850660201422557,,-0.492345177257308,1.6562364464134796
1972-03-01,-1.1198112769516448,,0.6310441684879298,2.2175918172424,0.31000243007087436,,2.023000687887214,1.0811744508116286,,-0.49121469969342224,1.6458811927622026
1972-04-01,-0.8683321288567006,,0.5808269792633414,1.9015593964006825,0.380207820310275,,1.9976427132055814,1.0370845963561646,,-1.1591699043691321,1.673375172951048
1972-05-01,-0.8651635785604774,,0.5525304278205005,1.6189903802781993,0.39162087119000166,,1.979459691610191,1.033561900009895,,-1.1541871407973219,1.6628249725844972
1972-06-01,-0.862029686333682,,0.5493268861634488,1.5640666162635986,0.34422803960194587,,1.9617646954818417,1.0300748971143263,,-1.1492681616430915,1.6524720055626525
1972-07-01,-0.9501299672537065,,0.5269834619372713,1.6836650996954372,0.28508165075090935,,1.663910165550638,0.9103129551364234,,-0.6170873087361298,1.4958390475175347
1972-08-01,-0.9463828460068007,,0.5853981292907598,1.8061032334062534,0.30839900052174213,,1.6525649914460154,0.9076146675807599,,-0.6155408252767742,1.487875051220272
1972-09-01,-0.9426797765532202,,0.5486877392522043,1.8755782040177924,0.4613401822570988,,1.641448978101521,0.9049402583219359,,-0.6140059218818248,1.480037035765084
1972-10-01,-1.0055368058542895,,0.8334023625664744,1.9524902231524544,0.48448755431514384,,1.044919697435082,0.8183645976274285,,-0.6460900157716969,1.1526956113061095
1972-11-01,-1.0007643427059378,,0.9185348192721119,1.9233152555433952,0.4604315097503817,,1.0409957820951496,0.8161709337388863,,-0.6444457335640215,1.1483181809720342
1972-12-01,-0.9960611366944275,,0.9493182585807125,1.9955125773458469,0.48360990553386984,,1.0371157950823362,0.8139948344117864,,-0.6428139541046821,1.1439902979604002
1973-01-01,-1.281658895956601,,0.7026805114304613,1.9463700017668766,0.6012439486464911,,-0.26725718045121377,0.364254924570175,,-0.01279324830453637,0.7059864409718576
1973-02-01,-1.2726535828956433,,0.6120328034528084,1.6595105946287803,0.6006147395485664,,-0.2667488901317299,0.3635992363178094,,-0.012770541941585388,0.7042772381557991
1973-03-01,-1.263848210841369,,0.5590158316225182,1.2702950795727477,0.6118065674886973,,-0.26624348975548295,0.3629470777574007,,-0.012747956051666726,0.702580401296564
1973-04-01,-1.2247477915667342,,0.27777116969276205,1.2088510522071314,0.5047257061814633,,-1.2170543984189532,0.0914349045219825,,-0.21784745309568876,0.7596618048175776
1973-05-01,-1.2139342257842451,,0.20974736222744345,1.2801016918515622,0.5752430485825091,,-1.2117503420753846,0.0912898210056436,,-0.2174467065232048,0.7577446316866285
1973-06-01,-1.2034130173270887,,0.15431950449957232,1.2352635685921947,0.5864966910165081,,-1.206515110732073,0.09114542594960233,,-0.21704816387028625,0.7558419151239486
1973-07-01,-1.3747432208322445,,0.2538301376107927,0.8655546400863797,0.5503608179127365,,-1.5043906539654546,-0.5056274037987366,,0.2549851599763675,0.9473224009354343
1973-08-01,-1.3593336572162962,,0.1867165962156841,0.49128516980391623,0.47869793636957725,,-1.495869648252548,-0.504637043899095,,0.25451317487177005,0.9444736006464938
1973-09-01,-1.3444472189768735,,0.20786986998847304,0.02169339560317342,0.30030841583070156,,-1.4874919526807777,-0.5036524845511938,,0.25404380173763025,0.9416503743810337
1973-10-01,-1.4796424398357897,,-0.15606644037998602,-0.25644882987507545,0.5255994941036398,,-1.8094728995573262,-0.7115937647930272,,-0.4374899065246029,0.8255787979782863
1973-11-01,-1.4624821541654256,,-0.293584028647416,-0.3109179498589626,0.5963305562720422,,-1.7962147702606879,-0.7099368020992273,,-0.4365930266693396,0.8233990704527647
1973-12-01,-1.4459362104642395,,-0.4198068026794811,-0.41915138770955457,0.5363238333295747,,-1.7832440979707884,-0.7082913711351189,,-0.43570164361548835,0.8212365345325825
1974-01-01,-1.55942958782969,,-0.49426394965831655,-0.6146002815193898,0.7140534743785141,,-1.7420944218684522,-0.7893384829421425,,0.1609616995260251,0.7339480164421813
1974-02-01,-1.5419085571245026,,-0.5561998340813576,-0.5908993391514699,0.6775834343530275,,-1.7301611706644373,-0.7873762595323702,,0.16068060000253187,0.7321914587339383
1974-03-01,-1.5250098396997105,,-0.5166715783501582,-0.37865436180958145,0.7600644245146134,,-1.7184700363884429,-0.785428611467837,,0.16040096821293756,0.7304474646529739
1974-04-01,-1.234531258486774,,-0.7872229333833467,-0.4632262082080744,0.7472701638118509,,-1.488731248567355,0.3674220144526673,,0.36010427896589714,0.6652824274080508
1974-05-01,-1.2183850771630358,,-0.8461700350844383,-0.7248578336594739,0.6750098029097955,,-1.480671150235901,0.36678942747515564,,0.3594185573591209,0.6638034998041586
1974-06-01,-1.202822657389646,,-0.8559956897689528,-0.8806390466878766,0.5313976778448858,,-1.4727406878317137,0.3661600979996446,,0.3587367399540241,0.6623344000869141
1974-07-01,-1.113818662649295,,-1.461587300808076,-0.8707146459347966,0.578544212991871,,-1.3909561152108456,0.5563846336427084,,1.0059879678523027,0.4773671328148865
1974-08-01,-1.1006162337539431,,-1.5164584735287412,-0.8541390939543317,0.5660469551249712,,-1.3841499087334945,0.5552890029572186,,1.0026089468775041,0.4764723937101104
1974-09-01,-1.087840201130718,,-1.6340750564865476,-0.7049387854993088,0.3627006279405717,,-1.3774427446947615,0.5541998240547688,,0.9992637856686364,0.4755826699566412
1974-10-01,-1.0625822644468512,,-1.6119841097851242,-0.6174758596962404,0.0399863473387793,,-1.0975359180336783,0.236828633636516,,0.33493764768920686,1.0977592916664802
